,date,open,high,low,close,volume,average,barCount,ticker
432,2010-02-02,24.33,24.51,22.6,22.8,0,0.0,711,VXN
433,2010-02-03,23.23,23.23,22.21,22.43,0,0.0,716,VXN
434,2010-02-04,23.37,26.07,23.23,26.04,0,0.0,841,VXN
435,2010-02-05,25.28,28.64,25.17,25.92,0,0.0,925,VXN
436,2010-02-08,25.96,27.4,25.79,26.93,0,0.0,699,VXN
437,2010-02-09,26.91,26.91,24.92,25.71,0,0.0,778,VXN
438,2010-02-10,25.81,26.26,24.78,25.16,0,0.0,661,VXN
439,2010-02-11,25.36,25.73,23.49,23.63,0,0.0,769,VXN
440,2010-02-12,23.42,24.75,23.09,23.19,0,0.0,704,VXN
441,2010-02-16,23.34,23.46,21.96,22.01,0,0.0,624,VXN
442,2010-02-17,21.92,22.3,21.49,21.56,0,0.0,658,VXN
443,2010-02-18,21.39,21.71,20.43,20.52,0,0.0,612,VXN
444,2010-02-19,20.65,20.94,19.88,20.83,0,0.0,636,VXN
445,2010-02-22,20.96,21.81,20.42,20.67,0,0.0,614,VXN
446,2010-02-23,20.86,22.19,20.76,21.99,0,0.0,749,VXN
447,2010-02-24,21.55,21.62,20.65,20.76,0,0.0,761,VXN
448,2010-02-25,22.33,22.74,20.45,20.56,0,0.0,825,VXN
449,2010-02-26,20.59,20.79,19.87,19.91,0,0.0,735,VXN
450,2010-03-01,20.21,20.21,19.47,19.65,0,0.0,602,VXN
451,2010-03-02,19.59,19.64,19.04,19.54,0,0.0,661,VXN
452,2010-03-03,19.5,19.66,19.13,19.41,0,0.0,579,VXN
453,2010-03-04,19.45,19.74,19.05,19.12,0,0.0,563,VXN
454,2010-03-05,18.69,18.7,17.82,17.95,0,0.0,500,VXN
455,2010-03-08,17.92,18.79,17.92,18.64,0,0.0,412,VXN
456,2010-03-09,18.67,19.07,18.21,18.85,0,0.0,528,VXN
457,2010-03-10,18.8,19.1,18.38,19.09,0,0.0,570,VXN
458,2010-03-11,19.48,19.95,19.2,19.2,0,0.0,516,VXN
459,2010-03-12,19.09,19.88,19.0,19.17,0,0.0,584,VXN
460,2010-03-15,19.77,20.06,19.13,19.25,0,0.0,559,VXN
461,2010-03-16,19.16,19.33,18.24,18.29,0,0.0,555,VXN
462,2010-03-17,18.3,18.3,17.46,17.61,0,0.0,484,VXN
463,2010-03-18,17.56,17.85,17.16,17.26,0,0.0,510,VXN
464,2010-03-19,17.21,18.26,17.18,17.99,0,0.0,605,VXN
465,2010-03-22,17.87,19.15,17.87,18.14,0,0.0,576,VXN
466,2010-03-23,18.09,18.33,17.48,17.5,0,0.0,551,VXN
467,2010-03-24,17.41,18.3,17.41,18.06,0,0.0,554,VXN
468,2010-03-25,17.55,18.89,17.44,18.89,0,0.0,570,VXN
469,2010-03-26,18.82,19.2,18.24,18.79,0,0.0,646,VXN
470,2010-03-29,19.14,19.14,18.72,18.72,0,0.0,422,VXN
471,2010-03-30,18.61,18.95,18.26,18.35,0,0.0,413,VXN
472,2010-03-31,18.65,18.72,18.2,18.42,0,0.0,490,VXN
473,2010-04-01,18.22,19.3,17.09,18.74,0,0.0,535,VXN
474,2010-04-05,19.45,19.65,18.59,18.59,0,0.0,380,VXN
475,2010-04-06,18.93,18.95,17.53,17.84,0,0.0,365,VXN
476,2010-04-07,17.83,18.09,17.57,17.78,0,0.0,439,VXN
477,2010-04-08,18.08,18.44,17.36,17.41,0,0.0,472,VXN
478,2010-04-09,17.24,17.48,16.54,16.58,0,0.0,404,VXN
479,2010-04-12,16.03,16.36,15.84,16.28,0,0.0,564,VXN
480,2010-04-13,16.44,17.03,15.89,15.95,0,0.0,577,VXN
481,2010-04-14,15.97,15.97,15.53,15.78,0,0.0,607,VXN
482,2010-04-15,16.02,16.54,16.02,16.35,0,0.0,574,VXN
483,2010-04-16,16.52,19.23,16.37,17.88,0,0.0,968,VXN
484,2010-04-19,18.92,19.92,17.87,17.91,0,0.0,899,VXN
485,2010-04-20,17.89,17.89,16.34,16.71,0,0.0,712,VXN
486,2010-04-21,16.35,16.63,15.88,16.12,0,0.0,757,VXN
487,2010-04-22,17.3,18.33,16.43,16.58,0,0.0,789,VXN
488,2010-04-23,16.83,17.12,16.29,16.52,0,0.0,721,VXN
489,2010-04-26,16.59,18.07,16.59,17.87,0,0.0,621,VXN
490,2010-04-27,17.81,21.65,17.81,21.51,0,0.0,820,VXN
491,2010-04-28,21.27,22.12,20.45,20.64,0,0.0,885,VXN
492,2010-04-29,20.5,20.5,18.37,18.93,0,0.0,613,VXN
493,2010-04-30,19.02,22.18,18.78,22.18,0,0.0,797,VXN
494,2010-05-03,22.06,22.26,20.64,21.16,0,0.0,571,VXN
495,2010-05-04,21.18,26.92,21.18,26.52,0,0.0,850,VXN
496,2010-05-05,27.99,29.17,25.59,26.57,0,0.0,980,VXN
497,2010-05-06,27.31,38.63,26.06,31.3,0,0.0,1091,VXN
498,2010-05-07,32.73,42.03,31.04,41.37,0,0.0,1271,VXN
499,2010-05-10,41.52,41.52,30.18,30.57,0,0.0,933,VXN
500,2010-05-11,30.39,32.41,28.01,29.64,0,0.0,971,VXN
501,2010-05-12,29.59,29.59,26.36,26.84,0,0.0,809,VXN
502,2010-05-13,27.01,28.44,26.23,28.01,0,0.0,868,VXN
503,2010-05-14,28.05,34.69,28.05,31.98,0,0.0,956,VXN
504,2010-05-17,31.57,35.58,31.57,32.06,0,0.0,1019,VXN
505,2010-05-18,31.78,35.95,30.16,35.6,0,0.0,1047,VXN
506,2010-05-19,36.46,41.38,35.62,37.58,0,0.0,1216,VXN
507,2010-05-20,37.82,47.14,37.82,46.49,0,0.0,1233,VXN
508,2010-05-21,46.61,48.89,40.12,43.43,0,0.0,1236,VXN
509,2010-05-24,42.84,43.05,37.67,39.8,0,0.0,1147,VXN
510,2010-05-25,44.29,46.66,36.59,36.59,0,0.0,1295,VXN
511,2010-05-26,34.95,36.32,30.17,35.56,0,0.0,1143,VXN
512,2010-05-27,36.32,36.32,30.27,30.27,0,0.0,943,VXN
513,2010-05-28,30.22,33.82,29.9,31.34,0,0.0,1088,VXN
514,2010-06-01,33.66,36.03,31.47,36.03,0,0.0,1024,VXN
515,2010-06-02,36.23,36.23,31.1,31.1,0,0.0,959,VXN
516,2010-06-03,31.0,31.2,29.36,29.57,0,0.0,940,VXN
517,2010-06-04,29.37,35.65,29.37,35.05,0,0.0,1011,VXN
518,2010-06-07,34.16,37.07,34.16,36.94,0,0.0,1104,VXN
519,2010-06-08,37.32,38.24,35.12,35.19,0,0.0,993,VXN
520,2010-06-09,34.12,35.38,32.01,35.09,0,0.0,1088,VXN
521,2010-06-10,33.22,33.25,30.75,30.86,0,0.0,1043,VXN
522,2010-06-11,32.27,32.28,28.59,28.71,0,0.0,1012,VXN
523,2010-06-14,28.8,29.17,26.94,29.1,0,0.0,1055,VXN
524,2010-06-15,28.38,28.38,26.17,26.3,0,0.0,928,VXN
525,2010-06-16,26.9,27.01,25.33,26.18,0,0.0,804,VXN
526,2010-06-17,25.51,26.51,25.21,25.29,0,0.0,838,VXN
527,2010-06-18,25.52,25.52,23.12,24.12,0,0.0,833,VXN
528,2010-06-21,23.56,26.77,23.24,25.89,0,0.0,991,VXN
529,2010-06-22,25.72,27.15,24.59,26.92,0,0.0,986,VXN
530,2010-06-23,27.06,28.59,26.25,26.69,0,0.0,995,VXN
531,2010-06-24,27.4,30.05,27.08,29.61,0,0.0,994,VXN
532,2010-06-25,29.25,30.39,28.11,28.81,0,0.0,980,VXN
533,2010-06-28,29.5,30.55,28.9,29.39,0,0.0,734,VXN
534,2010-06-29,29.37,36.06,29.37,35.15,0,0.0,916,VXN
535,2010-06-30,35.18,35.62,32.84,35.19,0,0.0,864,VXN
536,2010-07-01,35.22,38.29,34.28,34.71,0,0.0,1069,VXN
537,2010-07-02,33.39,33.96,31.62,31.91,0,0.0,831,VXN
538,2010-07-06,32.19,32.79,30.24,31.98,0,0.0,797,VXN
539,2010-07-07,31.65,31.65,28.26,28.27,0,0.0,762,VXN
540,2010-07-08,28.06,28.7,27.29,27.31,0,0.0,812,VXN
541,2010-07-09,26.92,27.14,25.98,26.0,0,0.0,614,VXN
542,2010-07-12,25.99,26.4,24.24,25.53,0,0.0,812,VXN
543,2010-07-13,24.47,25.79,24.37,25.22,0,0.0,826,VXN
544,2010-07-14,25.37,26.51,25.17,25.73,0,0.0,814,VXN
545,2010-07-15,25.91,28.48,25.91,26.12,0,0.0,911,VXN
546,2010-07-16,26.56,29.13,26.56,27.11,0,0.0,1020,VXN
547,2010-07-19,26.79,28.66,26.07,26.54,0,0.0,1022,VXN
548,2010-07-20,27.28,28.86,24.91,25.11,0,0.0,1018,VXN
549,2010-07-21,24.01,27.24,24.01,26.74,0,0.0,1138,VXN
550,2010-07-22,25.21,25.52,24.28,25.43,0,0.0,954,VXN
551,2010-07-23,25.86,26.17,24.4,24.52,0,0.0,1009,VXN
552,2010-07-26,25.27,25.64,24.12,24.15,0,0.0,708,VXN
553,2010-07-27,23.52,24.69,23.52,24.15,0,0.0,716,VXN
554,2010-07-28,24.45,25.29,24.21,24.99,0,0.0,706,VXN
555,2010-07-29,25.03,26.97,24.28,25.02,0,0.0,848,VXN
556,2010-07-30,26.55,26.9,24.38,24.56,0,0.0,803,VXN
557,2010-08-02,24.52,24.59,23.26,23.42,0,0.0,482,VXN
558,2010-08-03,23.48,24.65,23.48,23.98,0,0.0,554,VXN
559,2010-08-04,23.62,24.13,23.13,23.21,0,0.0,552,VXN
560,2010-08-05,23.7,24.07,23.21,23.34,0,0.0,578,VXN
561,2010-08-06,24.32,24.93,23.11,23.13,0,0.0,684,VXN
562,2010-08-09,23.22,23.88,22.9,23.06,0,0.0,449,VXN
563,2010-08-10,24.33,25.29,23.27,23.64,0,0.0,677,VXN
564,2010-08-11,23.56,27.55,23.56,26.45,0,0.0,851,VXN
565,2010-08-12,28.91,28.95,26.47,27.54,0,0.0,697,VXN
566,2010-08-13,27.63,28.27,27.42,28.04,0,0.0,618,VXN
567,2010-08-16,27.93,27.99,26.64,27.11,0,0.0,735,VXN
568,2010-08-17,27.06,27.06,24.98,25.73,0,0.0,556,VXN
569,2010-08-18,25.97,26.53,24.63,25.14,0,0.0,677,VXN
570,2010-08-19,25.81,27.53,25.68,26.96,0,0.0,752,VXN
571,2010-08-20,27.43,27.43,25.85,25.86,0,0.0,616,VXN
572,2010-08-23,25.76,26.99,25.76,26.45,0,0.0,647,VXN
573,2010-08-24,26.49,30.07,26.49,28.53,0,0.0,792,VXN
574,2010-08-25,29.49,29.98,27.18,27.58,0,0.0,736,VXN
575,2010-08-26,27.43,28.94,27.35,28.67,0,0.0,670,VXN
576,2010-08-27,28.88,30.31,26.26,26.29,0,0.0,825,VXN
577,2010-08-30,26.35,27.72,26.35,27.67,0,0.0,648,VXN
578,2010-08-31,27.96,28.67,27.42,28.0,0,0.0,760,VXN
579,2010-09-01,26.25,26.28,24.95,25.14,0,0.0,611,VXN
580,2010-09-02,25.19,25.35,23.95,23.95,0,0.0,556,VXN
581,2010-09-03,23.93,23.93,21.84,21.85,0,0.0,649,VXN
582,2010-09-07,23.42,24.26,23.22,24.13,0,0.0,602,VXN
583,2010-09-08,23.99,24.23,23.17,23.53,0,0.0,661,VXN
584,2010-09-09,22.49,23.43,22.48,23.2,0,0.0,570,VXN
585,2010-09-10,23.29,23.48,22.82,23.05,0,0.0,534,VXN
586,2010-09-13,22.57,22.57,21.9,22.16,0,0.0,542,VXN
587,2010-09-14,22.4,22.71,21.3,21.63,0,0.0,693,VXN
588,2010-09-15,22.22,22.47,21.91,22.21,0,0.0,545,VXN
589,2010-09-16,22.15,22.76,22.01,22.05,0,0.0,600,VXN
590,2010-09-17,21.61,22.52,21.6,22.27,0,0.0,597,VXN
591,2010-09-20,22.79,22.89,22.07,22.26,0,0.0,567,VXN
592,2010-09-21,22.43,23.47,22.2,23.36,0,0.0,729,VXN
593,2010-09-22,23.7,24.22,22.94,23.7,0,0.0,664,VXN
594,2010-09-23,23.63,24.67,23.22,24.44,0,0.0,620,VXN
595,2010-09-24,24.38,24.38,22.43,22.72,0,0.0,470,VXN
596,2010-09-27,23.49,23.68,22.91,23.64,0,0.0,361,VXN
597,2010-09-28,23.66,25.73,23.61,23.78,0,0.0,724,VXN
598,2010-09-29,24.18,24.69,23.95,24.65,0,0.0,662,VXN
599,2010-09-30,24.48,25.68,23.61,24.76,0,0.0,728,VXN
600,2010-10-01,24.98,25.11,23.84,24.01,0,0.0,590,VXN
601,2010-10-04,23.97,26.09,23.97,25.27,0,0.0,627,VXN
602,2010-10-05,24.34,24.34,23.12,23.37,0,0.0,506,VXN
603,2010-10-06,23.67,24.34,23.42,23.68,0,0.0,610,VXN
604,2010-10-07,23.53,23.99,23.27,23.39,0,0.0,673,VXN
605,2010-10-08,23.0,23.29,21.69,21.86,0,0.0,475,VXN
606,2010-10-11,20.92,20.92,20.16,20.66,0,0.0,631,VXN
607,2010-10-12,21.06,21.77,20.32,20.44,0,0.0,668,VXN
608,2010-10-13,20.54,20.58,19.95,20.3,0,0.0,585,VXN
609,2010-10-14,20.49,21.57,20.49,21.27,0,0.0,641,VXN
610,2010-10-15,20.64,21.6,19.99,20.7,0,0.0,676,VXN
611,2010-10-18,20.46,21.87,20.46,21.38,0,0.0,597,VXN
612,2010-10-19,21.24,22.54,20.81,22.1,0,0.0,789,VXN
613,2010-10-20,21.89,22.16,21.12,21.75,0,0.0,719,VXN
614,2010-10-21,21.29,22.29,20.72,21.1,0,0.0,737,VXN
615,2010-10-22,20.99,21.25,20.56,20.59,0,0.0,480,VXN
616,2010-10-25,20.42,21.37,20.42,21.37,0,0.0,535,VXN
617,2010-10-26,22.01,22.42,21.55,21.89,0,0.0,613,VXN
618,2010-10-27,21.81,23.27,21.78,21.81,0,0.0,607,VXN
619,2010-10-28,21.4,22.43,21.28,21.63,0,0.0,608,VXN
620,2010-10-29,21.83,22.34,21.53,22.34,0,0.0,468,VXN
621,2010-11-01,22.24,23.51,22.18,23.07,0,0.0,541,VXN
622,2010-11-02,22.43,23.06,22.27,23.06,0,0.0,448,VXN
623,2010-11-03,23.03,23.15,20.55,20.88,0,0.0,637,VXN
624,2010-11-04,20.41,20.41,19.54,19.77,0,0.0,470,VXN
625,2010-11-05,19.47,19.51,18.79,18.8,0,0.0,467,VXN
626,2010-11-08,18.67,19.7,18.67,18.73,0,0.0,440,VXN
627,2010-11-09,18.7,19.47,18.28,19.31,0,0.0,433,VXN
628,2010-11-10,19.03,19.78,19.03,19.29,0,0.0,555,VXN
629,2010-11-11,20.59,20.83,19.53,19.56,0,0.0,440,VXN
630,2010-11-12,19.99,22.67,19.91,22.56,0,0.0,654,VXN
631,2010-11-15,22.55,22.55,20.86,21.5,0,0.0,528,VXN
632,2010-11-16,22.45,23.94,22.1,23.72,0,0.0,722,VXN
633,2010-11-17,23.67,23.74,22.41,23.18,0,0.0,541,VXN
634,2010-11-18,23.25,23.25,20.11,20.32,0,0.0,339,VXN
635,2010-11-19,20.38,20.89,19.43,19.83,0,0.0,464,VXN
636,2010-11-22,21.02,21.28,19.88,19.89,0,0.0,652,VXN
637,2010-11-23,19.73,22.93,19.73,21.97,0,0.0,743,VXN
638,2010-11-24,21.82,21.82,19.89,20.78,0,0.0,512,VXN
639,2010-11-26,20.84,22.54,20.84,22.54,0,0.0,321,VXN
640,2010-11-29,23.98,25.51,23.22,23.38,0,0.0,503,VXN
641,2010-11-30,24.82,25.24,24.29,24.82,0,0.0,704,VXN
642,2010-12-01,23.28,23.28,22.24,22.96,0,0.0,488,VXN
643,2010-12-02,23.09,23.09,21.32,21.43,0,0.0,499,VXN
644,2010-12-03,21.28,21.31,19.71,19.79,0,0.0,447,VXN
645,2010-12-06,19.77,20.3,19.77,19.92,0,0.0,303,VXN
646,2010-12-07,19.92,20.26,19.08,20.25,0,0.0,481,VXN
647,2010-12-08,20.15,20.33,19.69,19.73,0,0.0,438,VXN
648,2010-12-09,19.7,19.83,19.27,19.34,0,0.0,407,VXN
649,2010-12-10,19.1,19.13,18.56,18.75,0,0.0,323,VXN
650,2010-12-13,18.77,18.77,17.73,18.44,0,0.0,560,VXN
651,2010-12-14,18.24,18.78,18.01,18.6,0,0.0,511,VXN
652,2010-12-15,18.86,19.03,18.21,18.87,0,0.0,556,VXN
653,2010-12-16,18.87,18.92,18.06,18.13,0,0.0,476,VXN
654,2010-12-17,17.94,17.97,16.4,17.07,0,0.0,507,VXN
655,2010-12-20,17.31,17.83,16.72,17.14,0,0.0,588,VXN
656,2010-12-21,17.17,17.17,16.73,17.0,0,0.0,417,VXN
657,2010-12-22,16.89,17.24,16.47,16.65,0,0.0,354,VXN
658,2010-12-23,16.93,17.64,16.89,17.55,0,0.0,374,VXN
659,2010-12-27,17.43,19.71,17.43,18.89,0,0.0,358,VXN
660,2010-12-28,18.94,19.35,18.72,18.97,0,0.0,289,VXN
661,2010-12-29,18.87,18.91,18.19,18.33,0,0.0,258,VXN
662,2010-12-30,18.27,18.83,18.27,18.61,0,0.0,283,VXN
663,2010-12-31,18.85,19.7,18.85,19.66,0,0.0,267,VXN
664,2011-01-03,19.39,19.39,18.66,19.04,0,0.0,348,VXN
665,2011-01-04,19.08,19.63,18.72,18.84,0,0.0,481,VXN
666,2011-01-05,18.92,19.19,18.34,18.45,0,0.0,423,VXN
667,2011-01-06,18.36,18.79,18.27,18.46,0,0.0,477,VXN
668,2011-01-07,18.14,19.91,18.03,18.68,0,0.0,686,VXN
669,2011-01-10,19.79,19.93,18.61,18.65,0,0.0,472,VXN
670,2011-01-11,18.27,18.65,18.1,18.13,0,0.0,478,VXN
671,2011-01-12,18.07,18.07,17.34,17.57,0,0.0,395,VXN
672,2011-01-13,17.57,17.84,17.53,17.7,0,0.0,324,VXN
673,2011-01-14,17.57,17.65,16.55,16.56,0,0.0,342,VXN
674,2011-01-18,16.49,17.87,16.32,16.53,0,0.0,499,VXN
675,2011-01-19,16.64,18.58,16.63,18.45,0,0.0,598,VXN
676,2011-01-20,18.87,20.36,18.76,19.55,0,0.0,646,VXN
677,2011-01-21,19.63,20.22,18.46,20.22,0,0.0,484,VXN
678,2011-01-24,20.19,20.79,18.89,18.95,0,0.0,638,VXN
679,2011-01-25,18.83,19.76,18.81,18.88,0,0.0,709,VXN
680,2011-01-26,18.84,18.84,17.95,18.09,0,0.0,665,VXN
681,2011-01-27,17.93,18.14,16.07,17.81,0,0.0,511,VXN
682,2011-01-28,17.83,22.08,17.4,21.57,0,0.0,792,VXN
683,2011-01-31,21.59,22.72,21.49,21.98,0,0.0,785,VXN
684,2011-02-01,21.79,21.79,19.68,20.05,0,0.0,672,VXN
685,2011-02-02,20.12,20.46,19.86,20.04,0,0.0,542,VXN
686,2011-02-03,19.84,20.48,19.03,19.15,0,0.0,663,VXN
687,2011-02-04,19.09,19.09,17.97,18.05,0,0.0,604,VXN
688,2011-02-07,17.89,18.68,17.84,18.3,0,0.0,554,VXN
689,2011-02-08,18.32,18.53,17.68,17.68,0,0.0,504,VXN
690,2011-02-09,17.68,18.3,17.68,17.99,0,0.0,496,VXN
691,2011-02-10,18.57,18.67,17.77,18.09,0,0.0,608,VXN
692,2011-02-11,17.91,18.45,17.17,17.26,0,0.0,472,VXN
693,2011-02-14,17.17,17.59,17.17,17.37,0,0.0,440,VXN
694,2011-02-15,17.5,18.19,17.5,18.0,0,0.0,430,VXN
695,2011-02-16,17.7,18.09,17.19,17.94,0,0.0,594,VXN
696,2011-02-17,18.55,18.77,18.11,18.2,0,0.0,483,VXN
697,2011-02-18,18.29,18.47,17.6,18.17,0,0.0,471,VXN
698,2011-02-22,17.9,23.78,17.9,23.58,0,0.0,810,VXN
699,2011-02-23,23.4,26.14,23.24,24.42,0,0.0,953,VXN
700,2011-02-24,24.25,25.1,23.28,23.5,0,0.0,915,VXN
701,2011-02-25,23.67,23.67,20.62,20.78,0,0.0,503,VXN
702,2011-02-28,20.86,21.35,20.19,20.73,0,0.0,621,VXN
703,2011-03-01,20.18,23.0,20.18,22.65,0,0.0,871,VXN
704,2011-03-02,22.82,22.98,21.73,22.59,0,0.0,806,VXN
705,2011-03-03,21.28,21.28,20.11,20.19,0,0.0,513,VXN
706,2011-03-04,20.15,21.36,19.87,20.69,0,0.0,690,VXN
707,2011-03-07,20.47,24.63,20.47,23.31,0,0.0,1002,VXN
708,2011-03-08,23.4,23.95,22.28,22.75,0,0.0,682,VXN
709,2011-03-09,23.07,24.03,22.99,23.22,0,0.0,857,VXN
710,2011-03-10,24.64,25.62,23.65,24.37,0,0.0,932,VXN
711,2011-03-11,24.84,24.84,22.59,22.71,0,0.0,742,VXN
712,2011-03-14,22.49,24.51,22.49,23.1,0,0.0,842,VXN
713,2011-03-15,27.19,27.24,25.5,26.15,0,0.0,862,VXN
714,2011-03-16,26.79,32.46,26.79,30.87,0,0.0,1203,VXN
715,2011-03-17,30.7,30.7,27.74,28.86,0,0.0,1013,VXN
716,2011-03-18,27.33,27.46,26.11,26.84,0,0.0,813,VXN
717,2011-03-21,25.64,25.64,23.24,23.79,0,0.0,659,VXN
718,2011-03-22,23.82,23.82,22.52,22.54,0,0.0,685,VXN
719,2011-03-23,22.37,24.34,21.56,21.85,0,0.0,828,VXN
720,2011-03-24,21.96,21.96,20.53,20.73,0,0.0,717,VXN
721,2011-03-25,20.44,20.88,19.84,20.85,0,0.0,633,VXN
722,2011-03-28,20.78,22.1,20.78,22.09,0,0.0,556,VXN
723,2011-03-29,22.31,22.85,21.51,21.51,0,0.0,561,VXN
724,2011-03-30,21.34,21.47,20.52,20.57,0,0.0,455,VXN
725,2011-03-31,20.74,20.79,19.72,19.78,0,0.0,473,VXN
726,2011-04-01,19.74,19.74,18.42,19.41,0,0.0,519,VXN
727,2011-04-04,19.73,20.6,19.61,20.34,0,0.0,588,VXN
728,2011-04-05,20.38,20.5,19.05,19.39,0,0.0,595,VXN
729,2011-04-06,18.92,19.86,18.78,19.36,0,0.0,639,VXN
730,2011-04-07,19.45,20.11,18.99,19.42,0,0.0,621,VXN
731,2011-04-08,18.9,20.09,18.89,19.77,0,0.0,630,VXN
732,2011-04-11,19.74,19.74,18.66,19.11,0,0.0,796,VXN
733,2011-04-12,19.09,20.44,19.09,19.42,0,0.0,789,VXN
734,2011-04-13,18.68,19.3,18.4,18.48,0,0.0,837,VXN
735,2011-04-14,18.5,19.9,18.13,18.27,0,0.0,685,VXN
736,2011-04-15,17.72,18.76,16.93,17.64,0,0.0,654,VXN
737,2011-04-18,20.09,21.27,18.5,18.57,0,0.0,755,VXN
738,2011-04-19,18.47,18.66,17.2,17.21,0,0.0,688,VXN
739,2011-04-20,15.32,17.28,15.19,16.98,0,0.0,663,VXN
740,2011-04-21,15.99,16.61,15.86,15.86,0,0.0,614,VXN
741,2011-04-25,15.85,17.51,15.85,17.18,0,0.0,435,VXN
742,2011-04-26,17.08,17.52,16.59,17.45,0,0.0,664,VXN
743,2011-04-27,17.78,18.17,17.04,17.12,0,0.0,710,VXN
744,2011-04-28,17.22,17.29,16.74,16.93,0,0.0,358,VXN
745,2011-04-29,16.2,17.02,16.2,16.99,0,0.0,522,VXN
746,2011-05-02,16.54,18.5,16.54,18.42,0,0.0,680,VXN
747,2011-05-03,18.01,19.32,18.01,18.8,0,0.0,705,VXN
748,2011-05-04,18.74,19.58,18.36,18.66,0,0.0,845,VXN
749,2011-05-05,19.33,20.26,18.2,19.86,0,0.0,894,VXN
750,2011-05-06,18.22,19.92,17.36,19.19,0,0.0,917,VXN
751,2011-05-09,19.72,19.72,18.07,18.21,0,0.0,675,VXN
752,2011-05-10,18.15,18.33,17.16,17.24,0,0.0,675,VXN
753,2011-05-11,17.47,18.68,17.37,18.0,0,0.0,755,VXN
754,2011-05-12,18.37,18.96,17.13,17.16,0,0.0,800,VXN
755,2011-05-13,16.99,18.46,16.93,18.21,0,0.0,801,VXN
756,2011-05-16,18.47,19.76,18.17,19.53,0,0.0,863,VXN
757,2011-05-17,20.22,20.56,19.12,19.14,0,0.0,836,VXN
758,2011-05-18,19.12,19.3,17.55,17.68,0,0.0,706,VXN
759,2011-05-19,17.66,17.84,16.92,16.96,0,0.0,774,VXN
760,2011-05-20,17.08,18.37,16.99,18.02,0,0.0,746,VXN
761,2011-05-23,18.16,21.06,18.16,19.33,0,0.0,821,VXN
762,2011-05-24,19.22,19.56,18.88,19.36,0,0.0,738,VXN
763,2011-05-25,19.53,19.64,18.08,18.23,0,0.0,731,VXN
764,2011-05-26,18.44,18.45,17.19,17.33,0,0.0,739,VXN
765,2011-05-27,16.81,16.82,16.75,16.78,0,0.0,29,VXN
766,2011-05-31,16.87,17.18,16.55,16.55,0,0.0,531,VXN
767,2011-06-01,16.82,19.15,16.68,19.11,0,0.0,772,VXN
768,2011-06-02,19.22,19.22,18.43,18.71,0,0.0,789,VXN
769,2011-06-03,18.71,19.56,17.86,18.64,0,0.0,811,VXN
770,2011-06-06,18.9,19.73,18.7,19.61,0,0.0,841,VXN
771,2011-06-07,19.27,19.4,18.68,19.21,0,0.0,726,VXN
772,2011-06-08,19.48,19.79,19.0,19.66,0,0.0,766,VXN
773,2011-06-09,19.97,19.97,18.47,18.76,0,0.0,576,VXN
774,2011-06-10,19.17,20.23,19.13,19.75,0,0.0,816,VXN
775,2011-06-13,20.06,20.54,19.31,20.13,0,0.0,808,VXN
776,2011-06-14,20.22,20.22,18.5,18.82,0,0.0,592,VXN
777,2011-06-15,20.0,22.79,19.51,22.29,0,0.0,937,VXN
778,2011-06-16,22.08,26.23,22.02,24.37,0,0.0,910,VXN
779,2011-06-17,24.47,24.47,23.16,23.57,0,0.0,878,VXN
780,2011-06-20,24.67,24.67,22.15,22.15,0,0.0,762,VXN
781,2011-06-21,22.07,22.09,19.85,20.31,0,0.0,780,VXN
782,2011-06-22,20.54,20.56,19.29,20.07,0,0.0,826,VXN
783,2011-06-23,20.2,22.57,20.2,20.41,0,0.0,1017,VXN
784,2011-06-24,20.75,22.52,20.75,22.45,0,0.0,886,VXN
785,2011-06-27,22.61,23.49,21.61,21.88,0,0.0,643,VXN
786,2011-06-28,22.02,22.02,20.65,20.69,0,0.0,581,VXN
787,2011-06-29,20.4,20.47,18.91,18.97,0,0.0,765,VXN
788,2011-06-30,17.27,18.46,16.92,17.75,0,0.0,681,VXN
789,2011-07-01,17.63,17.81,16.57,17.3,0,0.0,682,VXN
790,2011-07-05,18.13,18.17,17.7,17.9,0,0.0,582,VXN
791,2011-07-06,18.13,18.26,17.64,17.88,0,0.0,664,VXN
792,2011-07-07,17.32,17.9,17.31,17.82,0,0.0,575,VXN
793,2011-07-08,18.37,18.58,17.64,17.65,0,0.0,715,VXN
794,2011-07-11,19.29,21.11,18.28,20.61,0,0.0,949,VXN
795,2011-07-12,21.03,22.16,20.86,22.16,0,0.0,1050,VXN
796,2011-07-13,21.93,21.93,20.15,21.52,0,0.0,950,VXN
797,2011-07-14,21.33,23.64,20.64,22.81,0,0.0,1033,VXN
798,2011-07-15,21.76,22.69,21.16,21.16,0,0.0,918,VXN
799,2011-07-18,20.95,23.46,20.95,22.47,0,0.0,947,VXN
800,2011-07-19,22.43,22.43,20.32,20.38,0,0.0,896,VXN
801,2011-07-20,19.88,21.26,19.88,21.0,0,0.0,860,VXN
802,2011-07-21,20.6,20.96,19.57,20.02,0,0.0,909,VXN
803,2011-07-22,19.71,19.79,18.72,19.32,0,0.0,751,VXN
804,2011-07-25,19.17,21.17,19.17,21.16,0,0.0,738,VXN
805,2011-07-26,21.02,21.78,21.01,21.44,0,0.0,726,VXN
806,2011-07-27,21.58,24.96,21.58,24.63,0,0.0,955,VXN
807,2011-07-28,22.92,25.16,22.88,25.1,0,0.0,404,VXN
